id,word,simple_word,kinds,num_defs,def_freq,wiki_freq,crea_freq,ngram_freq,afi,commonness
BaAYElz,cuenta1,cuenta,"sust,interj",13,229,9718.0,428.47,3928550.0,ˈkwen.t̪a,4
BaBHQBF,cuenta2,cuenta,sust,1,224,9718.0,428.47,3928550.0,ˈkwen.t̪a,4
BaBHQBF,cuenta2,cuenta,sust,1,224,9718.0,428.47,3928550.0,ˈkwen.t̪a,4
BaCo4r4,cuentacorrentista,cuentacorrentista,sust,1,0,2.0,,142.0,kwen.t̪a.ko.ren.ˈt̪is.t̪a,0
BaDJO7N,cuentagotas,cuentagotas,sust,1,1,10.0,0.9,4387.0,kwen.t̪a.ˈgo.t̪as,2
BaEwHGs,cuentahílos,cuentahílos,sust,1,0,0.0,,87.0,kwen.t̪a.ˈi.los,0
BaGO1G2,cuentakilómetros,cuentakilómetros,sust,2,0,4.0,0.15,1179.0,kwen.t̪a.ki.ˈlo.me.t̪ɾos,1
BaHBO1O,cuentapasos,cuentapasos,sust,1,0,0.0,,30.0,kwen.t̪a.ˈpa.sos,0
BaIHH1J,cuentarrevoluciones,cuentarrevoluciones,sust,1,2,4.0,0.03,138.0,kwen.t̪a.re.bo.lu.ˈθjo.nes,0
BaIm6o2,cuentavueltas,cuentavueltas,sust,1,0,2.0,0.03,26.0,kwen.t̪a.ˈbwel.t̪as,0
BaJmLB3,"cuentero, ra",cuentero,"adj,sust",2,0,10.0,0.05,368.0,kwen.ˈt̪e.ɾo,0
BaMf0OR,cuentista,cuentista,"adj,sust",3,4,156.0,0.73,3823.0,kwen.ˈt̪is.t̪a,2
BaQV1UF,cuento1,cuento,sust,8,41,5076.0,42.57,295888.0,ˈkwen.t̪o,3
BaQuS05,cuento2,cuento,sust,3,41,5076.0,42.57,295888.0,ˈkwen.t̪o,3
BaS2Jw9,"cuentón, na",cuentón,adj,1,0,0.0,0.01,29.0,kwen.ˈt̪on,0
BaTZhMZ,cuerazo,cuerazo,sust,4,0,0.0,0.01,96.0,kwe.ˈɾa.θo,0
BaTeKSV,cuerda,cuerda,sust,24,351,4265.0,19.75,179786.0,ˈkweɾ.d̪a,4
BaXOGQa,"cuerdo, da",cuerdo,adj,2,347,483.0,0.89,14704.0,ˈkweɾ.d̪o,4
Bad9fCd,cuerezuelo,cuerezuelo,sust,1,0,0.0,,1.0,kwe.ɾe.ˈθwe.lo,0
Baghumm,cuerna,cuerna,sust,4,9,22.0,0.28,466.0,ˈkweɾ.na,1
BakkB8M,cuerno,cuerno,"sust,interj",12,98,1213.0,3.11,38717.0,ˈkweɾ.no,2
BalPkBQ,cuero,cuero,sust,13,196,1500.0,17.96,188054.0,ˈkwe.ɾo,4
Balzykn,cuerpear,cuerpear,verb,1,0,0.0,,21.0,kweɾ.pe.ˈaɾ,0
BamJ7kx,cuerpo,cuerpo,sust,23,1700,24798.0,291.49,3245385.0,ˈkweɾ.po,4
Bat8ULH,cuervo,cuervo,sust,2,14,828.0,5.92,30333.0,ˈkweɾ.bo,3
BatAWF0,cuesco1,cuesco,sust,6,1,8.0,0.16,653.0,ˈkwes.ko,1
BauFwt9,cuesco2,cuesco,sust,3,3,8.0,0.16,653.0,ˈkwes.ko,1
BaxmI1N,cuesta1,cuesta,sust,2,30,480.0,40.05,246846.0,ˈkwes.t̪a,3
Bb0cojB,cuesta2,cuesta,sust,1,26,480.0,40.05,246846.0,ˈkwes.t̪a,3
Bb1kPkk,cuestación,cuestación,sust,1,1,11.0,0.24,337.0,kwes.t̪a.ˈθjon,1
Bb6zEyp,cuestionable,cuestionable,adj,1,2,163.0,1.36,13296.0,kwes.t̪jo.ˈna.ble,2
BbCrVc2,cuestionar,cuestionar,verb,2,16,1511.0,4.91,49689.0,kwes.t̪jo.ˈnaɾ,3
BbG2Jb4,cuestionario,cuestionario,sust,2,1,144.0,5.84,53503.0,kwes.t̪jo.ˈna.ɾjo,3
Bb1zrQ1,cuestión,cuestión,sust,7,70,5372.0,109.24,935202.0,kwes.ˈt̪jon,3
BbKd0YD,cueva,cueva,sust,3,32,3275.0,11.45,143511.0,ˈkwe.ba,3
BbLlzxI,cuevero,cuevero,sust,1,0,0.0,0.0,31.0,kwe.ˈbe.ɾo,0
BbSSUkW,cuezo,cuezo,sust,2,0,0.0,0.03,233.0,ˈkwe.θo,0
BblVWJS,cuidado,cuidado,"sust,interj",5,189,2757.0,66.13,789170.0,kwi.ˈd̪a.d̪o,4
BbmCLvC,"cuidador, ra",cuidador,adj,3,6,150.0,1.31,29535.0,kwi.d̪a.ˈd̪oɾ,2
Bbn724j,"cuidadoso, sa",cuidadoso,adj,2,8,438.0,3.97,32103.0,kwi.d̪a.ˈd̪o.so,3
Bbp9xqI,cuidar,cuidar,verb,5,347,2858.0,13.4,185913.0,kwi.ˈd̪aɾ,4
Bc8xayY,cuita1,cuita,sust,2,1,10.0,0.08,1811.0,ˈkwi.t̪a,0
Bc99kJJ,cuita2,cuita,sust,1,1,10.0,0.08,1811.0,ˈkwi.t̪a,0
BcAuFmY,"cuitado, da",cuitado,adj,2,1,1.0,0.13,1285.0,kwi.ˈt̪a.d̪o,0
BcV241p,culada,culada,sust,1,0,1.0,0.01,129.0,ku.ˈla.d̪a,0
BcYl76O,culantrillo,culantrillo,sust,1,0,8.0,0.09,288.0,ku.lan.ˈt̪ɾi.ʝo,0
BcYtMqA,culantro,culantro,sust,1,0,26.0,0.39,2372.0,ku.ˈlan.t̪ɾo,1
BcboCJ7,cular,cular,adj,2,0,2.0,0.09,1191.0,ku.ˈlaɾ,0
Bcey6wy,culata,culata,sust,6,7,186.0,2.25,16782.0,ku.ˈla.t̪a,2
BcfC6xl,culatazo,culatazo,sust,2,0,11.0,0.23,1939.0,ku.la.ˈt̪a.θo,1
BcrWPvP,culear,culear,verb,3,0,2.0,0.13,278.0,ku.le.ˈaɾ,0
BcsQPqu,culebra,culebra,sust,8,19,331.0,2.72,11014.0,ku.ˈle.bɾa,2
BcsWUyy,culebrazo,culebrazo,sust,1,0,0.0,,15.0,ku.le.ˈbɾa.θo,0
Bct6BoR,culebrear,culebrear,verb,1,1,3.0,0.03,207.0,ku.le.bɾe.ˈaɾ,0
Bcu2T65,culebreo,culebreo,sust,1,0,0.0,0.09,289.0,ku.le.ˈbɾe.o,0
BcvPDKR,culebrilla,culebrilla,sust,4,0,19.0,0.18,625.0,ku.le.ˈbɾi.ʝa,1
BcwHtkn,culebrina,culebrina,sust,2,9,32.0,0.11,590.0,ku.le.ˈbɾi.na,1
Bcx35VC,culebrón,culebrón,sust,4,1,35.0,1.67,3061.0,ku.le.ˈbɾon,2
Bcyaqa1,"culero, ra",culero,"adj,sust",8,1,1.0,0.1,845.0,ku.ˈle.ɾo,0
BdUqRdI,"culinario, ria",culinario,"adj,sust",2,5,532.0,1.67,7572.0,ku.li.ˈna.ɾjo,2
BdXVvQO,"culinegro, gra",culinegro,adj,1,0,0.0,,4.0,ku.li.ˈne.gɾo,0
BdjDwR2,culminación,culminación,sust,2,6,398.0,6.62,26648.0,kul.mi.na.ˈθjon,3
BdjNq1p,culminante,culminante,adj,3,7,270.0,2.94,16657.0,kul.mi.ˈnan.t̪e,2
BdmExFo,culminar,culminar,verb,3,9,2830.0,4.83,16787.0,kul.mi.ˈnaɾ,3
BdppMc5,culo,culo,sust,6,8,149.0,12.78,132843.0,ˈku.lo,3
Bdpz78H,culombio,culombio,sust,1,3,21.0,0.07,355.0,ku.ˈlom.bjo,0
Bdwxhsn,culote1,culote,sust,2,1,13.0,0.03,772.0,ku.ˈlo.t̪e,0
Be0Fok4,culote2,culote,sust,2,1,13.0,0.03,772.0,ku.ˈlo.t̪e,0
BeATiJV,culpa,culpa,sust,4,62,1490.0,56.24,638336.0,ˈkul.pa,3
BeAVLAJ,culpabilidad,culpabilidad,sust,2,3,287.0,6.84,82544.0,kul.pa.bi.li.ˈd̪ad̪,3
BeCnjST,culpabilizar,culpabilizar,verb,1,0,3.0,0.22,1523.0,kul.pa.bi.li.ˈθaɾ,1
BeFDSqt,culpable,culpable,adj,3,5,1528.0,22.58,239547.0,kul.ˈpa.ble,3
BeJdzuv,culpar,culpar,verb,1,68,620.0,2.36,28574.0,kul.ˈpaɾ,2
BeL4Ieh,"culposo, sa",culposo,adj,2,1,39.0,0.62,2758.0,kul.ˈpo.so,2
BeMwxHu,culteranismo,culteranismo,sust,2,5,32.0,0.08,724.0,kul.t̪e.ɾa.ˈnis.mo,1
BeO4PyJ,"culterano, na",culterano,adj,2,3,20.0,0.07,351.0,kul.t̪e.ˈɾa.no,0
BeQQqML,"cultero, ra",cultero,adj,1,0,0.0,,12.0,kul.ˈt̪e.ɾo,0
BeQ3eWo,cultería,cultería,sust,1,0,0.0,,13.0,kul.t̪e.ˈɾi.a,0
BeSYdXj,cultiparlar,cultiparlar,verb,1,0,0.0,,4.0,kul.t̪i.paɾ.ˈlaɾ,0
BeSjFox,cultiparlista,cultiparlista,adj,1,0,0.0,,9.0,kul.t̪i.paɾ.ˈlis.t̪a,0
BebmUkh,cultismo,cultismo,sust,4,2,39.0,0.14,1386.0,kul.ˈt̪is.mo,1
Bee3XMM,cultivable,cultivable,adj,1,0,212.0,0.63,2772.0,kul.t̪i.ˈba.ble,2
Bej9bf0,"cultivador, ra",cultivador,"adj,sust",2,10,147.0,0.7,3368.0,kul.t̪i.ba.ˈd̪oɾ,2
Beoktf0,cultivar,cultivar,verb,6,330,4793.0,6.35,58639.0,kul.t̪i.ˈbaɾ,4
Bep4tnp,cultivo,cultivo,sust,4,116,7177.0,34.09,152472.0,kul.ˈt̪i.bo,4
Bepr8Oh,"culto, ta",culto,"adj,sust,adv",10,111,5596.0,23.67,200072.0,ˈkul.t̪o,3
BetdsXj,cultual,cultual,adj,2,0,15.0,0.15,2796.0,kul.ˈt̪wal,1
BetrEjX,cultura,cultura,sust,4,84,18662.0,186.04,856114.0,kul.ˈt̪u.ɾa,3
BexWNU6,cultural,cultural,adj,1,68,13913.0,112.5,529262.0,kul.t̪u.ˈɾal,3
BexYbaG,culturalismo,culturalismo,sust,1,2,11.0,0.25,1043.0,kul.t̪u.ɾa.ˈlis.mo,1
Bf1PY3j,culturalista,culturalista,adj,2,0,5.0,0.43,2019.0,kul.t̪u.ɾa.ˈlis.t̪a,1
Bf1WTEM,culturar,culturar,verb,1,84,0.0,0.0,23.0,kul.t̪u.ˈɾaɾ,1
Bf2aw5A,culturismo,culturismo,sust,1,2,90.0,0.12,1087.0,kul.t̪u.ˈɾis.mo,0
Bf2on2a,culturista,culturista,adj,2,0,55.0,0.11,1092.0,kul.t̪u.ˈɾis.t̪a,0
Bf7ehS2,culturizar,culturizar,verb,1,0,3.0,0.06,246.0,kul.t̪u.ɾi.ˈθaɾ,0
BdwFXWt,"culón, na",culón,"adj,sust",2,0,7.0,0.05,147.0,ku.ˈlon,0
BfRAdiW,cumbre,cumbre,"sust,adj",4,16,2716.0,39.34,68194.0,ˈkum.bɾe,3
BfT48DF,cumbrera,cumbrera,sust,5,0,59.0,0.13,555.0,kum.ˈbɾe.ɾa,0
BfoN0rJ,cumpleaños,cumpleaños,sust,1,4,1138.0,13.81,157731.0,kum.ple.ˈa.ɲos,3
Bfqwq8v,"cumplidero, ra",cumplidero,adj,2,0,3.0,,50.0,kum.pli.ˈd̪e.ɾo,0
BfrRIjm,"cumplido, da",cumplido,"adj,sust",6,21,54.0,26.12,177573.0,kum.ˈpli.d̪o,3
BfrWgdn,"cumplidor, ra",cumplidor,adj,1,0,11.0,0.58,3348.0,kum.pli.ˈd̪oɾ,2
BfyNSA9,cumplimentar,cumplimentar,verb,3,2,69.0,1.26,8287.0,kum.pli.men.ˈt̪aɾ,2
BfyOuTZ,"cumplimentero, ra",cumplimentero,adj,1,0,0.0,,39.0,ˈkum.pli.ˈmen.t̪e.ɾo,0
Bfywe2K,cumplimiento,cumplimiento,sust,7,72,1563.0,36.67,386041.0,kum.pli.ˈmjen.t̪o,3
BfzDPj7,cumplir,cumplir,verb,11,135,11035.0,70.5,502144.0,kum.ˈpliɾ,4
Bg123FO,"cumulador, ra",cumulador,adj,1,0,0.0,,1.0,ku.mu.la.ˈd̪oɾ,0
Bg6jA8i,cumular,cumular,verb,1,0,1.0,,26.0,ku.mu.ˈlaɾ,0
BgBZ3kN,"cumulativo, va",cumulativo,adj,1,0,13.0,0.03,271.0,ku.mu.la.ˈt̪i.bo,0
BgGF6xO,cuna1,cuna,sust,9,14,878.0,11.05,81560.0,ˈku.na,3
BgHrsSm,cuna2,cuna,"adj,sust",4,15,878.0,11.05,81560.0,ˈku.na,3
BgKwgVp,cunar,cunar,verb,1,12,224.0,,20.0,ku.ˈnaɾ,1
BgbVagL,cundir1,cundir,verb,6,2,121.0,0.49,1643.0,kun.ˈd̪iɾ,2
BgdwVdH,cundir2,cundir,verb,1,1,121.0,0.49,1643.0,kun.ˈd̪iɾ,2
Bgn5w3K,cunear,cunear,verb,2,1,45.0,,12.0,ku.ne.ˈaɾ,0
BgotS9e,cuneiforme,cuneiforme,"adj,sust",3,5,151.0,0.23,2949.0,ku.nej.ˈfoɾ.me,1
Bgp4OfS,cuneo,cuneo,sust,1,0,98.0,0.09,62.0,ku.ˈne.o,0
BgsWmQY,"cunero, ra",cunero,"adj,sust",5,0,4.0,0.09,371.0,ku.ˈne.ɾo,0
BgsprVl,cuneta,cuneta,sust,2,0,52.0,2.24,13108.0,ku.ˈne.t̪a,2
Bguy4JL,"cunicultor, ra",cunicultor,"adj,sust",2,0,0.0,,1.0,ku.ni.kul.ˈt̪oɾ,0
Bgv2mTy,cunicultura,cunicultura,sust,1,0,6.0,0.02,74.0,ku.ni.kul.ˈt̪u.ɾa,0
BgvLSjX,cunnilingus,cunnilingus,sust,1,0,32.0,0.15,1098.0,kun.ni.ˈlin.gus,1
BhKNYpY,cuota,cuota,sust,3,23,1115.0,19.27,103839.0,ˈkwo.t̪a,3
BhMk0Ur,cuotear,cuotear,verb,1,0,0.0,,4.0,kwo.t̪e.ˈaɾ,0
BhRukRF,cupido,cupido,sust,2,0,136.0,0.89,1225.0,ku.ˈpi.d̪o,2
BhdUajd,cupletista,cupletista,sust,1,0,15.0,0.14,580.0,ku.ple.ˈt̪is.t̪a,1
BhTVXdo,cuplé,cuplé,sust,1,1,51.0,0.43,1146.0,ku.ˈple,1
BheESQ6,cupo,cupo,sust,4,2,432.0,6.2,18176.0,ˈku.po,3
BhitPrB,"cupresino, na",cupresino,adj,2,0,0.0,,3.0,ku.pɾe.ˈsi.no,0
Bhio1qr,"cupresáceo, a",cupresáceo,adj,1,3,0.0,,4.0,ku.pɾe.ˈsa.θe.o,0
BhnYl95,cuproníquel,cuproníquel,sust,2,1,21.0,0.12,73.0,ku.pɾo.ˈni.kel,0
BhnoeBi,"cuproso, sa",cuproso,adj,1,0,7.0,0.05,92.0,ku.ˈpɾo.so,0
BhlU5Sq,"cuprífero, ra",cuprífero,adj,1,0,25.0,0.0,93.0,ku.ˈpɾi.fe.ɾo,0
BhvWLEt,cupulino,cupulino,sust,1,0,9.0,,19.0,ku.pu.ˈli.no,0
Bhv6KTP,"cupulífero, ra",cupulífero,adj,1,0,0.0,,6.0,ku.pu.ˈli.fe.ɾo,0
BhNtpLS,cupé,cupé,sust,3,0,210.0,0.35,1558.0,ku.ˈpe,1
Bhej8JH,cupón,cupón,sust,4,1,92.0,1.78,6695.0,ku.ˈpon,2
BhvvulE,cuquear,cuquear,verb,1,0,0.0,0.0,11.0,ku.ke.ˈaɾ,0
Bi5WaM2,cuquero,cuquero,sust,1,0,0.0,,7.0,ku.ˈke.ɾo,0
Bi5Xmmt,cuquillo,cuquillo,sust,1,0,3.0,0.36,34.0,ku.ˈki.ʝo,0
Bi8r6Oy,cura,cura,sust,8,25,1669.0,30.98,232458.0,ˈku.ɾa,3
BiAEf0r,curable,curable,adj,1,0,20.0,0.32,1303.0,ku.ˈɾa.ble,1
BiDRN7k,curación,curación,sust,1,16,621.0,10.04,65234.0,ku.ɾa.ˈθjon,3
BiIcPMd,curadillo,curadillo,sust,1,0,1.0,0.0,80.0,ku.ɾa.ˈd̪i.ʝo,0
BiJRV4v,"curador, ra",curador,"adj,sust",4,2,327.0,0.64,8901.0,ku.ɾa.ˈd̪oɾ,2
BiLCnJ5,curaduría,curaduría,sust,1,1,15.0,0.15,2017.0,ku.ɾa.d̪u.ˈɾi.a,1
BiORpTD,curalotodo,curalotodo,sust,2,0,2.0,0.1,321.0,ku.ɾa.lo.ˈt̪o.d̪o,0
BiTlR4h,"curandero, ra",curandero,sust,2,7,135.0,1.52,10696.0,ku.ɾan.ˈd̪e.ɾo,2
BiPyheO,curandería,curandería,sust,1,0,2.0,0.01,212.0,ku.ɾan.d̪e.ˈɾi.a,0
BiX4Irz,curar,curar,verb,14,95,1777.0,9.58,71787.0,ku.ˈɾaɾ,3
BidSVzY,curasao,curasao,sust,1,0,1.0,0.01,87.0,ku.ɾa.ˈsa.o,0
BijP3Q0,"curativo, va",curativo,"adj,sust",2,17,365.0,1.27,9698.0,ku.ɾa.ˈt̪i.bo,2
BikXLfI,curato,curato,sust,2,3,139.0,0.3,2635.0,ku.ˈɾa.t̪o,1
Bj7kFH3,curcusilla,curcusilla,sust,2,0,0.0,,54.0,kuɾ.ku.ˈsi.ʝa,0
BjIT5G6,cureña,cureña,sust,3,12,15.0,0.07,818.0,ku.ˈɾe.ɲa,1
BjIlR9v,cureñaje,cureñaje,sust,1,0,0.0,,5.0,ku.ɾe.ˈɲa.xe,0
BjQ4ifN,curial,curial,"adj,sust",6,1,38.0,0.13,900.0,ku.ˈɾjal,0
BjSoGfG,"curialesco, ca",curialesco,adj,1,0,0.0,0.0,41.0,ku.ɾja.ˈles.ko,0
BjWJ8dD,curiana,curiana,sust,1,0,2.0,0.01,101.0,ku.ˈɾja.na,0
BjgPeEo,curie,curie,sust,1,0,47.0,0.78,165.0,ˈku.ɾje,1
BjmH1y1,curio1,curio,sust,1,1,39.0,0.02,484.0,ˈku.ɾjo,0
Bjmg4qi,curio2,curio,sust,1,2,39.0,0.02,484.0,ˈku.ɾjo,0
BjqFi7l,curiosear,curiosear,verb,3,4,16.0,0.73,8017.0,ku.ɾjo.se.ˈaɾ,2
BjrZkhi,curiosidad,curiosidad,sust,3,18,1289.0,30.4,361649.0,ku.ɾjo.si.ˈd̪ad̪,3
Bjrf1Bx,"curioso1, sa",curioso,"adj,sust",8,11,2002.0,28.87,174125.0,ku.ˈɾjo.so,3
Bjw5sXo,curioso2,curioso,sust,1,6,2002.0,28.87,174125.0,ku.ˈɾjo.so,3
Bk15xpi,currar,currar,verb,3,0,3.0,0.26,2309.0,ku.ˈraɾ,1
Bk4lvbl,curricular,curricular,adj,1,0,138.0,3.95,25074.0,ku.ri.ku.ˈlaɾ,3
Bk4Au94,curricán,curricán,sust,1,0,3.0,0.05,135.0,ku.ri.ˈkan,0
Bk8kZqa,"currito, ta",currito,adj,1,0,8.0,0.34,141.0,ku.ˈri.t̪o,1
BkBBhTD,curro1,curro,sust,2,1,68.0,4.62,5976.0,ˈku.ro,2
BkCutH5,"curro2, rra",curro,sust,2,0,68.0,4.62,5976.0,ˈku.ro,2
BkCyiOI,curro3,curro,sust,2,0,68.0,4.62,5976.0,ˈku.ro,2
BkJ4oyj,curruca1,curruca,sust,1,0,105.0,0.15,441.0,ku.ˈru.ka,1
BkLvdnx,curruca2,curruca,sust,1,0,105.0,0.15,441.0,ku.ˈru.ka,1
BkSqHj3,"currutaco, ca",currutaco,"adj,sust",2,0,5.0,0.05,271.0,ku.ru.ˈt̪a.ko,0
BkTXaEf,curry,curry,sust,1,0,177.0,1.62,11763.0,ˈku.ri,2
Bk4piXS,currículo,currículo,sust,3,2,128.0,4.34,40949.0,ku.ˈri.ku.lo,3
Bk5TdI5,currículum,currículum,sust,1,1,173.0,3.8,29425.0,ku.ˈri.ku.lum,3
BkVfcnB,cursar,cursar,verb,3,109,2600.0,2.72,14738.0,kuɾ.ˈsaɾ,2
Bkf0GCN,cursería,cursería,sust,1,0,0.0,,41.0,kuɾ.se.ˈɾi.a,0
BkfJV86,cursi,cursi,adj,2,8,50.0,3.18,15866.0,ˈkuɾ.si,2
BkgnTmr,cursilada,cursilada,sust,2,0,1.0,0.09,714.0,kuɾ.si.ˈla.d̪a,0
BkhRQZS,cursilería,cursilería,sust,3,1,8.0,1.38,3682.0,kuɾ.si.le.ˈɾi.a,2
BkiBymD,cursillista,cursillista,sust,1,0,8.0,0.02,129.0,kuɾ.si.ˈʝis.t̪a,0
BkkMgkF,cursillo,cursillo,sust,2,1,56.0,1.79,4194.0,kuɾ.ˈsi.ʝo,2
BknlOqd,"cursilón, na",cursilón,adj,1,0,1.0,0.07,116.0,kuɾ.si.ˈlon,0
BkohIAT,cursiva,cursiva,sust,1,0,130.0,0.76,20967.0,kuɾ.ˈsi.ba,2
BkpVETm,curso,curso,sust,13,101,9751.0,93.66,498475.0,ˈkuɾ.so,3
Bksccgf,cursor,cursor,sust,4,2,136.0,1.82,13448.0,kuɾ.ˈsoɾ,2
BkrMQ5F,cursómetro,cursómetro,sust,1,0,0.0,,0.0,kuɾ.ˈso.me.t̪ɾo,0
Bl8abQf,"curtidor, ra",curtidor,sust,1,3,39.0,0.07,1796.0,kuɾ.t̪i.ˈd̪oɾ,0
BlIf16l,curtiduría,curtiduría,sust,1,2,26.0,0.05,591.0,kuɾ.t̪i.d̪u.ˈɾi.a,0
BlNrue5,curtir,curtir,verb,4,59,136.0,0.2,1640.0,kuɾ.ˈt̪iɾ,1
BlOITtR,"curto, ta",curto,adj,2,0,1.0,0.45,266.0,ˈkuɾ.t̪o,1
BloNJ38,curvar,curvar,verb,1,146,725.0,0.14,1697.0,kuɾ.ˈbaɾ,4
BlrKnqq,curvatura,curvatura,sust,3,20,632.0,3.16,20015.0,kuɾ.ba.ˈt̪u.ɾa,2
Blomogy,curvatón,curvatón,sust,1,0,1.0,,9.0,kuɾ.ba.ˈt̪on,0
Blv14Xe,curvidad,curvidad,sust,1,0,0.0,,5.0,kuɾ.bi.ˈd̪ad̪,0
Blvth4t,"curvilíneo, a",curvilíneo,adj,1,5,94.0,0.13,1668.0,kuɾ.bi.ˈli.ne.o,1
Blx6XNT,"curvo, va",curvo,"adj,sust",7,140,922.0,1.17,9380.0,ˈkuɾ.bo,4
BlwdvQ3,curvímetro,curvímetro,sust,1,1,0.0,0.06,22.0,kuɾ.ˈbi.me.t̪ɾo,0
BmBFJzk,cuscurro,cuscurro,sust,1,1,0.0,0.0,113.0,kus.ˈku.ro,0
BmEGHjE,cuscuta,cuscuta,sust,1,4,21.0,0.01,154.0,kus.ˈku.t̪a,0
BmGb9l6,cusita,cusita,"adj,sust",5,3,11.0,,342.0,ku.ˈsi.t̪a,0
BmQkZn7,custodia,custodia,sust,6,40,717.0,10.08,90404.0,kus.ˈt̪o.d̪ja,3
BmRl1wf,custodiar,custodiar,verb,2,59,925.0,0.84,8264.0,kus.t̪o.ˈd̪jaɾ,2
BmTbFR0,custodio,custodio,sust,2,0,172.0,2.07,12694.0,kus.ˈt̪o.d̪jo,2
BmtM4Qu,cuticular,cuticular,adj,1,1,23.0,0.01,175.0,ku.t̪i.ku.ˈlaɾ,0
BmuhJ42,cutidero,cutidero,sust,2,0,0.0,,1.0,ku.t̪i.ˈd̪e.ɾo,0
BmxbqSX,cutis,cutis,sust,2,12,15.0,1.82,11344.0,ˈku.t̪is,2
BmySyRI,"cuto1, ta",cuto,"adj,sust",4,0,11.0,0.06,53.0,ˈku.t̪o,0
Bn0VAWC,"cuto2, ta",cuto,sust,1,0,11.0,0.06,53.0,ˈku.t̪o,0
Bn7fDj1,cutral,cutral,adj,1,0,0.0,0.33,11.0,ku.ˈt̪ɾal,0
BnBATII,cutre,cutre,adj,2,2,17.0,0.75,5998.0,ˈku.t̪ɾe,2
BnRknaW,cutrez,cutrez,sust,2,0,0.0,0.03,192.0,ku.ˈt̪ɾeθ,0
BmmVqvd,"cutáneo, a",cutáneo,adj,1,35,356.0,1.02,12408.0,ku.ˈt̪a.ne.o,2
BmskZ1n,cutícula,cutícula,sust,4,4,171.0,0.76,2540.0,ku.ˈt̪i.ku.la,2
Bnkxw0N,"cuyo1, ya",cuyo,"adj,sust",3,1072,34275.0,140.56,815555.0,ˈku.ʝo,4
Bnkxw0N,"cuyo1, ya",cuyo,"adj,sust",3,1072,34275.0,140.56,815555.0,ˈku.ʝo,4
BnlNx7o,cuyo2,cuyo,sust,1,549,34275.0,140.56,815555.0,ˈku.ʝo,4
BnlNx7o,cuyo2,cuyo,sust,1,549,34275.0,140.56,815555.0,ˈku.ʝo,4
BnrxDUh,cuzco,cuzco,sust,1,0,483.0,3.33,183.0,ˈkuθ.ko,1
Bo1Ml2i,"cuzqueño, ña",cuzqueño,adj,2,1,20.0,0.12,874.0,kuθ.ˈke.ɲo,0
BPY6O3Q,cuádriceps,cuádriceps,"adj,sust",2,1,22.0,0.41,6845.0,ˈkwa.d̪ɾi.θeps,1
BQd62DC,cuádruple,cuádruple,adj,2,4,176.0,1.04,5454.0,ˈkwa.d̪ɾu.ple,2
BQk1O1j,"cuádruplo, pla",cuádruplo,adj,1,0,5.0,0.02,476.0,ˈkwa.d̪ɾu.plo,0
BRKfWto,cuál,cuál,"adj,pron,adv",4,3,2913.0,82.56,542827.0,kwal,3
BRpuRXX,cuándo,cuándo,"adv,sust",5,4,783.0,45.05,362966.0,ˈkwan.d̪o,3
BRw9rH8,"cuántico, ca",cuántico,adj,1,3,1902.0,0.38,14314.0,ˈkwan.t̪i.ko,1
BSMOJmo,"cuánto, ta",cuánto,"adj,pron,adv",12,14,839.0,40.26,386956.0,ˈkwan.t̪o,3
BSUIbfM,"cuáquero, ra",cuáquero,sust,1,2,193.0,0.07,1591.0,ˈkwa.ke.ɾo,0
BToQZrk,cuásar,cuásar,sust,1,0,16.0,0.14,413.0,ˈkwa.saɾ,1
Bgvf1xu,cuña,cuña,sust,9,42,281.0,1.88,15435.0,ˈku.ɲa,2
Bh3HRKG,"cuñado, da",cuñado,sust,5,3,986.0,8.77,61522.0,ku.ˈɲa.d̪o,3
Bh2pEMX,cuñadía,cuñadía,sust,1,0,0.0,,4.0,ku.ɲa.ˈd̪i.a,0
Bh5ooVF,cuñar,cuñar,verb,1,43,1.0,,15.0,ku.ˈɲaɾ,1
Bh6sL6D,cuñete,cuñete,sust,2,0,1.0,,86.0,ku.ˈɲe.t̪e,0
Bh8gzbr,cuño,cuño,sust,5,6,77.0,1.85,8727.0,ˈku.ɲo,2
6NE00cq,cábala,cábala,sust,5,2,156.0,1.48,5174.0,ˈka.ba.la,2
6hVE08W,cálamo,cálamo,sust,5,1,44.0,0.22,2104.0,ˈka.la.mo,1
6i4uwzz,cálao,cálao,sust,1,0,54.0,,64.0,ˈka.la.o,0
6iFQQIC,cálato,cálato,sust,2,0,0.0,,11.0,ˈka.la.t̪o,0
6jAzZaV,cálceo,cálceo,sust,1,0,0.0,,1.0,ˈkal.θe.o,0
6jqoTt1,"cálcico, ca",cálcico,adj,1,8,141.0,1.0,5971.0,ˈkal.θi.ko,2
6knnjoC,cálculo,cálculo,sust,4,45,3026.0,22.71,191145.0,ˈkal.ku.lo,3
6n4JBHY,cálibe,cálibe,sust,1,0,0.0,,0.0,ˈka.li.be,0
6ndKu1I,"cálido1, da",cálido,adj,4,38,2212.0,7.72,103061.0,ˈka.li.d̪o,3
6ndNVxF,"cálido2, da",cálido,adj,1,35,2212.0,7.72,103061.0,ˈka.li.d̪o,3
6oFb2qz,cáliga,cáliga,sust,2,0,0.0,,35.0,ˈka.li.ga,0
6p7wxhw,cáliz,cáliz,sust,4,89,620.0,2.11,22270.0,ˈka.liθ,2
