id,word,simple_word,kinds,num_defs,def_freq,wiki_freq,crea_freq,ngram_freq,afi,commonness
Hcv5oHz,faringe,faringe,sust,1,13,128.0,0.87,10581.0,fa.ˈɾin.xe,2
Hd0jsPY,faringitis,faringitis,sust,1,0,45.0,0.34,4751.0,fa.ɾin.ˈxi.t̪is,1
HcnTYSo,"farináceo, a",farináceo,adj,1,1,1.0,0.01,98.0,fa.ɾi.ˈna.θe.o,0
HdDoFo7,farisaísmo,farisaísmo,sust,1,0,0.0,,65.0,fa.ɾi.sa.ˈis.mo,0
HdFoYLc,"fariseo, a",fariseo,"adj,sust",4,2,134.0,0.26,6326.0,fa.ɾi.ˈse.o,1
HdFZoKj,fariseísmo,fariseísmo,sust,2,1,3.0,0.23,1081.0,fa.ɾi.se.ˈis.mo,1
HdI1KbN,farmacia,farmacia,sust,3,29,815.0,11.34,44589.0,faɾ.ˈma.θja,3
HdVm7CM,farmacología,farmacología,sust,1,3,279.0,1.33,4072.0,faɾ.ma.ko.lo.ˈxi.a,2
HdZ7xCG,"farmacológico, ca",farmacológico,adj,1,2,280.0,1.82,18124.0,faɾ.ma.ko.ˈlo.xi.ko,2
HdaY5wS,farmacopea,farmacopea,sust,2,0,70.0,0.85,1800.0,faɾ.ma.ko.ˈpe.a,2
HdHPc7w,"farmacéutico, ca",farmacéutico,"adj,sust",2,23,889.0,4.67,18708.0,faɾ.ma.ˈse.u.t̪i.ko,3
HdaJ8Nm,"farmacólogo, ga",farmacólogo,sust,1,0,36.0,0.13,434.0,faɾ.ma.ˈko.lo.go,0
HdlSYF0,faro,faro,sust,4,6,1331.0,5.49,41593.0,ˈfa.ɾo,3
HdnxIzT,farol,farol,sust,10,19,230.0,2.53,27550.0,fa.ˈɾol,2
HdrcfYD,farola,farola,sust,2,2,124.0,1.56,13542.0,fa.ˈɾo.la,2
HdsVKA8,farolazo,farolazo,sust,2,0,0.0,0.0,24.0,fa.ɾo.ˈla.θo,0
Hdu8uLe,farolear,farolear,verb,1,2,1.0,0.01,218.0,fa.ɾo.le.ˈaɾ,0
HdvTPZQ,faroleo,faroleo,sust,1,0,0.0,0.0,27.0,fa.ɾo.ˈle.o,0
HdwmaXf,"farolero, ra",farolero,"adj,sust",3,2,6.0,0.06,842.0,fa.ɾo.ˈle.ɾo,0
HdwX5NX,farolería,farolería,sust,2,0,0.0,,15.0,fa.ɾo.le.ˈɾi.a,0
He0Yalm,farolillo,farolillo,sust,3,3,21.0,0.42,2480.0,fa.ɾo.ˈli.ʝo,1
He2MzW6,"farolón, na",farolón,adj,1,0,0.0,0.02,192.0,fa.ɾo.ˈlon,0
He57FVT,farota,farota,sust,1,0,0.0,0.0,26.0,fa.ˈɾo.t̪a,0
He83YoN,"farotón, na",farotón,sust,1,0,0.0,,6.0,fa.ɾo.ˈt̪on,0
HeDvYJt,farra1,farra,sust,1,2,20.0,0.64,1957.0,ˈfa.ra,2
HeEIj6g,farra2,farra,sust,3,2,20.0,0.64,1957.0,ˈfa.ra,2
HeGRsvk,"farragoso, sa",farragoso,adj,1,0,5.0,0.34,1660.0,fa.ra.ˈgo.so,1
HeGrNpI,farraguista,farraguista,sust,1,0,0.0,,6.0,fa.ra.ˈgis.t̪a,0
HeI797f,farrear,farrear,verb,1,0,1.0,0.03,33.0,fa.re.ˈaɾ,0
HeX2eVR,"farruco, ca",farruco,"adj,sust",4,1,8.0,0.1,273.0,fa.ˈru.ko,0
HeYCX04,farsa,farsa,sust,5,6,273.0,5.81,41996.0,ˈfaɾ.sa,3
Hea2y36,"farsante, ta",farsante,"adj,sust",2,6,53.0,1.3,7742.0,faɾ.ˈsan.t̪e,2
HebX7fs,farsantear,farsantear,verb,1,0,0.0,,5.0,faɾ.san.t̪e.ˈaɾ,0
Hebrt8D,farsantería,farsantería,sust,1,0,0.0,0.01,21.0,faɾ.san.t̪e.ˈɾi.a,0
HcHuAv2,farándula,farándula,sust,4,3,151.0,1.46,4725.0,fa.ˈɾan.d̪u.la,2
HcyHtBX,"faríngeo, a",faríngeo,adj,2,3,73.0,0.15,2614.0,fa.ˈɾin.xe.o,1
Het1UxA,fascinación,fascinación,sust,3,4,256.0,7.25,46224.0,fas.θi.na.ˈθjon,3
HetLdrC,"fascinador, ra",fascinador,adj,1,1,5.0,0.16,810.0,fas.θi.na.ˈd̪oɾ,1
HevNwv7,fascinante,fascinante,adj,1,0,250.0,8.21,65614.0,fas.θi.ˈnan.t̪e,3
HexpvKj,fascinar,fascinar,verb,3,5,418.0,0.52,2650.0,fas.θi.ˈnaɾ,2
HexsYGC,fascismo,fascismo,sust,3,7,638.0,7.87,44645.0,fas.ˈθis.mo,3
HexvkN9,fascista,fascista,adj,3,1,925.0,6.44,35983.0,fas.ˈθis.t̪a,3
Hesqgdm,fascículo,fascículo,sust,2,3,231.0,0.45,4856.0,fa.ˈsi.ku.lo,1
Hf26Nvs,fase,fase,sust,6,57,9946.0,69.43,426303.0,ˈfa.se,3
Hf5c3cE,faso,faso,sust,1,0,13.0,0.34,426.0,ˈfa.so,1
HfHlnC4,fastidiar,fastidiar,verb,4,59,69.0,0.88,8011.0,fas.t̪i.ˈd̪jaɾ,2
HfOCr62,fastidio,fastidio,sust,2,19,32.0,2.98,35966.0,fas.ˈt̪i.d̪jo,2
HfTL6Pp,"fastidioso, sa",fastidioso,adj,2,23,33.0,0.75,6322.0,fas.t̪i.ˈd̪jo.so,2
HfXzGzb,"fasto1, ta",fasto,"adj,sust",4,2,74.0,0.52,1802.0,ˈfas.t̪o,2
HfYiUcP,fasto2,fasto,sust,2,2,74.0,0.52,1802.0,ˈfas.t̪o,2
Hfb7mAV,fastuosidad,fastuosidad,sust,1,0,17.0,0.2,1147.0,fast̪.wo.si.ˈd̪ad̪,1
Hfdklg1,"fastuoso, sa",fastuoso,adj,2,4,133.0,1.0,4010.0,fast̪.ˈwo.so,2
HffspKE,fatal,fatal,"adj,adv",6,4,816.0,14.34,106748.0,fa.ˈt̪al,3
HffwSqE,fatalidad,fatalidad,sust,3,0,79.0,4.76,21735.0,fa.t̪a.li.ˈd̪ad̪,3
Hfi6DBT,fatalismo,fatalismo,sust,2,2,28.0,1.44,6406.0,fa.t̪a.ˈlis.mo,2
HfiGadf,fatalista,fatalista,"adj,sust",2,1,23.0,0.96,4840.0,fa.t̪a.ˈlis.t̪a,2
HfqhQml,fatiga,fatiga,sust,5,39,478.0,12.42,95836.0,fa.ˈt̪i.ga,3
HfrMGhD,"fatigador, ra",fatigador,adj,1,0,0.0,,28.0,fa.t̪i.ga.ˈd̪oɾ,0
Hfsgl8h,fatigar,fatigar,verb,2,61,89.0,0.23,1845.0,fa.t̪i.ˈgaɾ,1
HfwmkKg,"fatigoso, sa",fatigoso,adj,2,10,31.0,0.68,5238.0,fa.t̪i.ˈgo.so,2
Hg106Ql,fato1,fato,sust,1,0,13.0,0.09,1659.0,ˈfa.t̪o,0
Hg270dz,fato2,fato,sust,2,0,13.0,0.09,1659.0,ˈfa.t̪o,0
Hg47qui,"fato3, ta",fato,adj,1,0,13.0,0.09,1659.0,ˈfa.t̪o,0
Hg9YqAB,fatuidad,fatuidad,sust,3,0,3.0,0.4,2075.0,fa.t̪wi.ˈd̪ad̪,1
HgF9yb0,"fatuo, tua",fatuo,adj,2,6,48.0,0.84,4681.0,ˈfa.t̪wo,2
HfpANX5,"fatídico, ca",fatídico,adj,2,0,125.0,1.51,12621.0,fa.ˈt̪i.d̪i.ko,2
HgH1pFf,fauces,fauces,sust,1,1,87.0,2.15,22453.0,ˈfaw.θes,2
HgL5gB3,fauna,fauna,sust,3,4,3588.0,13.09,39817.0,ˈfaw.na,3
HgLbKl6,"faunesco, ca",faunesco,adj,2,0,1.0,0.02,53.0,faw.ˈnes.ko,0
HgW8AMR,fauno,fauno,sust,2,2,134.0,0.79,3654.0,ˈfaw.no,2
HgaD2Bj,fausto1,fausto,sust,1,5,362.0,5.6,2693.0,ˈfaws.t̪o,2
HgaabOK,"fausto2, ta",fausto,adj,1,5,362.0,5.6,2693.0,ˈfaws.t̪o,2
Hgb7Yrv,"faustoso, sa",faustoso,adj,1,0,0.0,,6.0,faws.ˈt̪o.so,0
HgcClwb,"fautor, ra",fautor,sust,1,0,1.0,0.03,251.0,faw.ˈt̪oɾ,0
HgkfhfT,favela,favela,sust,2,0,64.0,0.3,2995.0,fa.ˈbe.la,1
HglyAGX,favila,favila,sust,1,0,30.0,0.03,14.0,fa.ˈbi.la,0
HgrAoQO,favor,favor,sust,5,132,2398.0,143.01,1397947.0,fa.ˈboɾ,4
Hgs2CcZ,favorable,favorable,adj,2,80,2281.0,27.62,130108.0,fa.bo.ˈɾa.ble,3
HgtJBOk,"favorecedor, ra",favorecedor,adj,1,1,38.0,0.49,4209.0,fa.bo.ɾe.θe.ˈd̪oɾ,2
HgudzUt,favorecer,favorecer,verb,5,55,3466.0,14.66,92880.0,fa.bo.ɾe.ˈθeɾ,3
Hh5BEDz,"favorito, ta",favorito,"adj,sust",4,3,3481.0,12.0,94839.0,fa.bo.ˈɾi.t̪o,3
Hh4WVQm,favoritismo,favoritismo,sust,1,1,76.0,1.28,4546.0,fa.bo.ɾi.ˈt̪is.mo,2
Hh72BXb,fax,fax,sust,2,4,253.0,16.03,17152.0,faks,3
HhHgjQW,faz,faz,sust,4,1,248.0,4.69,57460.0,faθ,3
HhQFq5H,fe1,fe,sust,9,82,4022.0,72.85,796224.0,fe,3
HhR0WJY,fe2,fe,adv,1,82,4022.0,72.85,796224.0,fe,3
HhRcjio,fealdad,fealdad,sust,2,5,71.0,2.81,17228.0,fe.al.ˈd̪ad̪,2
HhVKWNx,feble,feble,adj,2,0,3.0,0.11,637.0,ˈfe.ble,0
Hhf3Zfb,febrero,febrero,sust,1,11,31.0,79.96,448012.0,fe.ˈbɾe.ɾo,3
HhgjgKN,febril,febril,adj,3,6,142.0,4.24,31161.0,fe.ˈbɾil,3
HhktR7z,"febroniano, na",febroniano,adj,1,0,0.0,,5.0,fe.bɾo.ˈnja.no,0
Hhfj1P7,"febrífugo, ga",febrífugo,adj,1,10,27.0,0.07,259.0,fe.ˈbɾi.fu.go,1
HhmeHdK,fecal,fecal,adj,1,2,174.0,1.67,11932.0,fe.ˈkal,2
HhpCnjk,fecha,fecha,sust,5,28,16369.0,115.04,614727.0,ˈfe.t͡ʃa,3
HhyHE5p,fechable,fechable,adj,1,0,31.0,,371.0,fe.ˈt͡ʃa.ble,0
Hi0uNiF,fechador,fechador,sust,2,0,3.0,,38.0,fe.t͡ʃa.ˈd̪oɾ,0
Hi2iavO,fechar,fechar,verb,2,28,1460.0,0.49,3879.0,fe.ˈt͡ʃaɾ,2
Hi5obHR,fechoría,fechoría,sust,2,1,87.0,0.53,4122.0,fe.t͡ʃo.ˈɾi.a,2
Hi9VsWD,fechuría,fechuría,sust,1,0,0.0,,44.0,fe.t͡ʃu.ˈɾi.a,0
HiEyfn9,"feculento, ta",feculento,adj,2,9,3.0,0.0,61.0,fe.ku.ˈlen.t̪o,1
HiFtXxn,fecundable,fecundable,adj,1,0,1.0,0.01,27.0,fe.kun.ˈd̪a.ble,0
HiI6SKe,fecundación,fecundación,sust,1,14,219.0,4.39,13663.0,fe.kun.d̪a.ˈθjon,3
HiKAIfj,"fecundador, ra",fecundador,adj,2,0,6.0,0.1,425.0,fe.kun.d̪a.ˈd̪oɾ,0
HiOCn9v,fecundar,fecundar,verb,3,26,181.0,0.6,2518.0,fe.kun.ˈd̪aɾ,2
HiOzsdx,"fecundativo, va",fecundativo,adj,1,0,0.0,0.01,10.0,fe.kun.d̪a.ˈt̪i.bo,0
HiZFoAe,fecundidad,fecundidad,sust,4,2,171.0,4.33,24281.0,fe.kun.d̪i.ˈd̪ad̪,3
HiZeeQm,"fecundizador, ra",fecundizador,adj,1,0,0.0,,2.0,fe.kun.d̪i.θa.ˈd̪oɾ,0
Hiam31F,fecundizar,fecundizar,verb,1,1,0.0,,53.0,fe.kun.d̪i.ˈθaɾ,0
Hibs6gy,"fecundo, da",fecundo,adj,5,9,253.0,2.1,11707.0,fe.ˈkun.d̪o,2
Hic6RSj,"fedatario, ria",fedatario,sust,1,0,13.0,0.18,3092.0,fe.d̪a.ˈt̪a.ɾjo,1
Hih2PAo,federación,federación,sust,5,7,2165.0,58.01,23662.0,fe.d̪e.ɾa.ˈθjon,3
HikFoji,federal,federal,adj,1,5,6057.0,76.77,114321.0,fe.d̪e.ˈɾal,3
HikJ0nF,federalismo,federalismo,sust,2,2,256.0,2.34,14668.0,fe.d̪e.ɾa.ˈlis.mo,2
Himf6Iv,federalista,federalista,adj,3,2,254.0,0.97,3746.0,fe.d̪e.ɾa.ˈlis.t̪a,2
HimkqOc,federar,federar,verb,3,1,612.0,0.04,220.0,fe.d̪e.ˈɾaɾ,0
Hin2Bru,"federativo, va",federativo,"adj,sust",3,2,264.0,1.09,2082.0,fe.d̪e.ɾa.ˈt̪i.bo,2
HisLHGw,fehaciente,fehaciente,adj,1,5,71.0,1.23,10786.0,fe.a.ˈθjen.t̪e,2
HixX9xL,felación,felación,sust,1,1,76.0,0.26,2982.0,fe.la.ˈθjon,1
HiyplrX,feldespato,feldespato,sust,1,24,89.0,0.85,847.0,fel.d̪es.ˈpa.t̪o,2
HixjLmz,"feldespático, ca",feldespático,adj,2,0,6.0,0.01,8.0,fel.d̪es.ˈpa.t̪i.ko,0
Hj4JtKk,felicidad,felicidad,sust,3,17,1138.0,38.04,521387.0,fe.li.θi.ˈd̪ad̪,3
Hj4NhGJ,felicitación,felicitación,sust,2,3,128.0,2.49,11751.0,fe.li.θi.t̪a.ˈθjon,2
Hj56aRh,felicitar,felicitar,verb,3,5,341.0,2.41,8247.0,fe.li.θi.ˈt̪aɾ,2
HjAT406,feligresía,feligresía,sust,3,5,98.0,0.6,3098.0,fe.li.gɾe.ˈsi.a,2
Hj9udwC,"feligrés, sa",feligrés,sust,2,4,220.0,0.3,1736.0,fe.li.ˈgɾes,1
HjBYtyu,"felino, na",felino,adj,3,3,401.0,1.73,17495.0,fe.ˈli.no,2
HjCSWig,feliz,feliz,adj,4,21,2202.0,60.26,760719.0,fe.ˈliθ,3
HjEAGI7,felonía,felonía,sust,1,2,18.0,0.57,2513.0,fe.lo.ˈni.a,2
HjFs13g,felpa,felpa,sust,3,19,30.0,1.05,5959.0,ˈfel.pa,2
HjGPwoF,felpar,felpar,verb,2,18,0.0,0.0,3.0,fel.ˈpaɾ,1
HjHjYue,felpear,felpear,verb,2,0,0.0,,3.0,fel.pe.ˈaɾ,0
HjLYYFk,felpilla,felpilla,sust,1,1,0.0,0.0,239.0,fel.ˈpi.ʝa,0
HjdPQDW,"felpudo, da",felpudo,"adj,sust",4,2,9.0,0.36,4896.0,fel.ˈpu.d̪o,1
HjDajWR,"felón, na",felón,adj,1,0,5.0,0.18,993.0,fe.ˈlon,1
HjgO8QS,femenil,femenil,adj,1,0,38.0,0.74,3897.0,fe.me.ˈnil,2
HjghBNR,"femenino, na",femenino,"adj,sust",7,128,7690.0,30.48,162923.0,fe.me.ˈni.no,4
HjkWq33,"fementido, da",fementido,adj,1,0,2.0,0.09,807.0,fe.men.ˈt̪i.d̪o,0
HjnzYcg,femineidad,femineidad,sust,1,0,22.0,1.06,4234.0,fe.mi.nej.ˈd̪ad̪,2
Hju1hy9,feminidad,feminidad,sust,1,1,67.0,1.88,24135.0,fe.mi.ni.ˈd̪ad̪,2
HjuyHQ5,feminismo,feminismo,sust,2,3,323.0,4.07,41210.0,fe.mi.ˈnis.mo,3
HjxPtJM,feminista,feminista,adj,2,0,711.0,6.82,45084.0,fe.mi.ˈnis.t̪a,3
HjxuU64,feminización,feminización,sust,5,0,17.0,0.38,3810.0,fe.mi.ni.θa.ˈθjon,1
Hk0q3YD,femoral,femoral,"adj,sust",2,0,121.0,1.53,18707.0,fe.mo.ˈɾal,2
HkPnj2T,fenda,fenda,sust,1,0,3.0,0.01,92.0,ˈfen.d̪a,0
HkTUoPC,fenecer,fenecer,verb,3,6,39.0,0.05,1624.0,fe.ne.ˈθeɾ,1
HkV3BwU,fenecimiento,fenecimiento,sust,1,1,2.0,0.02,333.0,fe.ne.θi.ˈmjen.t̪o,0
HksquK1,"fenicio, cia",fenicio,"adj,sust",5,6,854.0,0.38,4937.0,fe.ˈni.θjo,1
HkukRZ2,fenilalanina,fenilalanina,sust,1,0,82.0,0.4,2707.0,fe.ni.la.la.ˈni.na,1
HkzCcxg,fenogreco,fenogreco,sust,1,0,5.0,0.12,840.0,fe.no.ˈgɾe.ko,0
Hl0XUNy,fenol,fenol,sust,1,1,70.0,0.25,1817.0,fe.ˈnol,1
Hl5TRWP,"fenológico, ca",fenológico,adj,1,0,9.0,0.09,373.0,fe.no.ˈlo.xi.ko,0
Hl6kFoP,fenomenal,fenomenal,"adj,adv",5,1,78.0,2.97,15740.0,fe.no.me.ˈnal,2
Hl7WqjW,fenomenalismo,fenomenalismo,sust,1,0,0.0,0.01,229.0,fe.no.me.na.ˈlis.mo,0
HlHxDnE,fenomenología,fenomenología,sust,3,2,194.0,1.95,21442.0,fe.no.me.no.lo.ˈxi.a,2
HlLiqjN,"fenomenológico, ca",fenomenológico,adj,1,1,102.0,0.67,6471.0,fe.no.me.no.ˈlo.xi.ko,2
HlOLpQS,"fenomenólogo, ga",fenomenólogo,sust,1,0,4.0,0.01,676.0,fe.no.me.ˈno.lo.go,0
HlCdwLc,"fenoménico, ca",fenoménico,adj,1,0,27.0,0.38,3406.0,fe.no.ˈme.ni.ko,1
HlS9odJ,fenotipo,fenotipo,sust,1,4,194.0,1.52,13348.0,fe.no.ˈt̪i.po,2
HlQK5b4,"fenotípico, ca",fenotípico,adj,1,0,84.0,0.12,883.0,fe.no.ˈt̪i.pi.ko,0
HlH0iLR,fenómeno,fenómeno,"sust,adj",6,128,5974.0,73.13,356955.0,fe.ˈno.me.no,4
HlTPxWF,"feo, a",feo,"adj,sust",4,37,557.0,10.61,76690.0,ˈfe.o,3
HlVOjnc,feracidad,feracidad,sust,1,0,6.0,0.11,591.0,fe.ɾa.θi.ˈd̪ad̪,0
HlacAYw,feraz,feraz,adj,1,0,25.0,0.41,1732.0,fe.ˈɾaθ,1
HlfHahn,feria,feria,sust,13,25,2617.0,36.76,54915.0,ˈfe.ɾja,3
HliAjJA,ferial,ferial,"adj,sust",4,0,176.0,2.18,1534.0,fe.ˈɾjal,2
HljacoG,feriar,feriar,verb,6,17,135.0,0.01,177.0,fe.ˈɾjaɾ,1
HltWaFh,"ferino, na",ferino,adj,2,0,31.0,0.01,57.0,fe.ˈɾi.no,0
Hlxrj6j,fermata,fermata,sust,2,0,8.0,0.0,208.0,feɾ.ˈma.t̪a,0
Hlzv080,fermentable,fermentable,adj,1,0,4.0,0.05,447.0,feɾ.men.ˈt̪a.ble,0
Hm0AiMp,fermentación,fermentación,sust,1,27,763.0,4.83,23753.0,feɾ.men.t̪a.ˈθjon,3
HmFqv4T,"fermentador, ra",fermentador,"adj,sust",2,0,31.0,0.02,363.0,feɾ.men.t̪a.ˈd̪oɾ,0
HmGWTc5,fermentar,fermentar,verb,3,42,427.0,0.58,4777.0,feɾ.men.ˈt̪aɾ,2
HmI00BK,"fermentativo, va",fermentativo,adj,1,0,12.0,0.15,321.0,feɾ.men.t̪a.ˈt̪i.bo,1
HmL64lx,fermento,fermento,sust,3,7,79.0,1.27,5162.0,feɾ.ˈmen.t̪o,2
HmMwWOD,fermio,fermio,sust,2,0,3.0,0.0,163.0,ˈfeɾ.mjo,0
HmUHqtR,fermión,fermión,sust,1,2,115.0,0.0,191.0,feɾ.ˈmjon,0
HmXsj8z,"fernandino1, na",fernandino,adj,2,0,39.0,0.2,553.0,feɾ.nan.ˈd̪i.no,1
HmajwZy,"fernandino2, na",fernandino,adj,2,1,39.0,0.2,553.0,feɾ.nan.ˈd̪i.no,1
HmfcyBF,ferocidad,ferocidad,sust,2,1,102.0,2.62,23034.0,fe.ɾo.θi.ˈd̪ad̪,2
HmiGfEk,ferodo,ferodo,sust,1,1,1.0,0.03,74.0,fe.ˈɾo.d̪o,0
HmkjPiI,feroz,feroz,adj,3,12,707.0,10.76,74792.0,fe.ˈɾoθ,3
HmvSgIc,ferrallista,ferrallista,sust,1,0,0.0,0.0,41.0,fe.ra.ˈʝis.t̪a,0
Hmwayey,ferrar,ferrar,verb,3,2,97.0,0.01,22.0,fe.ˈraɾ,0
Hmz2qzS,"ferrarés, sa",ferrarés,adj,2,1,2.0,,94.0,fe.ra.ˈɾes,0
HnHwYLJ,ferrería,ferrería,sust,1,4,115.0,0.09,586.0,fe.re.ˈɾi.a,0
HnPlqBo,ferrete1,ferrete,sust,1,0,0.0,0.77,32.0,fe.ˈre.t̪e,0
HnSAZpZ,ferrete2,ferrete,sust,2,0,0.0,0.77,32.0,fe.ˈre.t̪e,0
HnSV1uh,ferretear,ferretear,verb,2,0,0.0,,3.0,fe.re.t̪e.ˈaɾ,0
HncKxPW,"ferretero, ra",ferretero,sust,1,0,8.0,0.11,747.0,fe.re.ˈt̪e.ɾo,0
HnTLZWU,ferretería,ferretería,sust,4,2,104.0,1.19,8785.0,fe.re.t̪e.ˈɾi.a,2
HnhjUPr,ferrita,ferrita,sust,2,0,45.0,0.07,538.0,fe.ˈri.t̪a,0
HnhosKB,ferro,ferro,sust,1,1,115.0,3.32,2350.0,ˈfe.ro,2
HnmdJ5y,ferrocarril,ferrocarril,sust,4,46,5139.0,13.66,63114.0,fe.ro.ka.ˈril,3
HnnL5rj,"ferrocarrilero, ra",ferrocarrilero,adj,1,0,75.0,0.32,1180.0,fe.ro.ka.ri.ˈle.ɾo,1
HntIiBp,"ferrolano, na",ferrolano,adj,2,1,9.0,0.2,171.0,fe.ro.ˈla.no,1
HnwXd91,ferromagnetismo,ferromagnetismo,sust,1,1,18.0,,64.0,fe.ro.mag.ne.ˈt̪is.mo,0
HnuRz9u,"ferromagnético, ca",ferromagnético,adj,1,1,69.0,0.0,475.0,fe.ro.mag.ˈne.t̪i.ko,0
Ho2YdPu,ferroprusiato,ferroprusiato,sust,1,0,0.0,,11.0,fe.ro.pɾu.ˈsja.t̪o,0
Ho5o5Ov,"ferroso, sa",ferroso,adj,1,1,107.0,0.39,1753.0,fe.ˈro.so,1
Ho9LNTD,ferrovanadio,ferrovanadio,sust,1,0,0.0,,2.0,fe.ro.ba.ˈna.d̪jo,0
HoKW22u,"ferroviario, ria",ferroviario,"adj,sust",2,5,3090.0,3.86,12835.0,fe.ro.ˈbja.ɾjo,3
HoPNNRl,"ferruginoso, sa",ferruginoso,adj,2,4,41.0,0.05,356.0,fe.ru.xi.ˈno.so,0
HoPuohU,ferry,ferry,sust,1,0,315.0,1.47,8049.0,ˈfe.ri,2
Ho1yapr,ferrón,ferrón,sust,1,0,6.0,0.03,140.0,fe.ˈron,0
HoRktIu,fertilidad,fertilidad,sust,1,4,766.0,5.07,37547.0,feɾ.t̪i.li.ˈd̪ad̪,3
HoS8vDO,fertilizable,fertilizable,adj,1,0,0.0,,8.0,feɾ.t̪i.li.ˈθa.ble,0
HoSkolp,fertilización,fertilización,sust,1,0,127.0,3.32,7423.0,feɾ.t̪i.li.θa.ˈθjon,2
HoTF0Xi,"fertilizador, ra",fertilizador,adj,1,0,6.0,0.01,228.0,feɾ.t̪i.li.θa.ˈd̪oɾ,0
HoTYywD,fertilizante,fertilizante,adj,1,2,313.0,1.52,6420.0,feɾ.t̪i.li.ˈθan.t̪e,2
HoW0L6I,fertilizar,fertilizar,verb,2,9,163.0,0.38,1800.0,feɾ.t̪i.li.ˈθaɾ,1
HociyvZ,ferviente,ferviente,adj,2,2,278.0,2.02,17109.0,feɾ.ˈbjen.t̪e,2
HoeVBwP,fervor,fervor,sust,4,8,292.0,7.1,43140.0,feɾ.ˈboɾ,3
Hofouh2,fervorizar,fervorizar,verb,1,0,0.0,,8.0,feɾ.bo.ɾi.ˈθaɾ,0
HohIoBL,"fervoroso, sa",fervoroso,adj,1,7,87.0,0.96,5347.0,feɾ.bo.ˈɾo.so,2
HofNpUF,fervorín,fervorín,sust,1,0,0.0,0.02,82.0,feɾ.bo.ˈɾin,0
HojOINV,"fescenino, na",fescenino,adj,2,1,0.0,,5.0,fes.θe.ˈni.no,0
HonzKNQ,festejar,festejar,verb,4,22,604.0,3.58,13351.0,fes.t̪e.ˈxaɾ,2
HooNobr,festejo,festejo,sust,2,18,769.0,6.16,12675.0,fes.ˈt̪e.xo,3
HooQTMN,"festero, ra",festero,sust,2,0,13.0,0.07,164.0,fes.ˈt̪e.ɾo,0
Houfp6X,festival,festival,"adj,sust",3,3,6009.0,47.58,44666.0,fes.t̪i.ˈbal,3
Hp2feIf,festividad,festividad,sust,3,29,2115.0,3.18,15141.0,fes.t̪i.bi.ˈd̪ad̪,2
Hp2uE0B,"festivo, va",festivo,adj,4,49,941.0,4.31,24029.0,fes.ˈt̪i.bo,3
Hp5vbvB,festonar,festonar,verb,1,1,0.0,,7.0,fes.t̪o.ˈnaɾ,0
Hp8xwi3,festonear,festonear,verb,2,10,32.0,0.01,31.0,fes.t̪o.ne.ˈaɾ,1
Hoq25FR,festín,festín,sust,2,2,103.0,2.15,24816.0,fes.ˈt̪in,2
Hp5PTAw,festón,festón,sust,4,5,28.0,0.17,703.0,fes.ˈt̪on,1
HpEIxE9,fetal,fetal,adj,1,1,277.0,6.08,45248.0,fe.ˈt̪al,3
HpHhvVa,fetiche,fetiche,sust,1,1,97.0,1.33,7858.0,fe.ˈt̪i.t͡ʃe,2
HpJsz6E,fetichismo,fetichismo,sust,3,3,102.0,1.1,6180.0,fe.t̪i.ˈt͡ʃis.mo,2
HpKcFxx,fetichista,fetichista,"adj,sust",2,0,51.0,0.54,2910.0,fe.t̪i.ˈt͡ʃis.t̪a,2
HpSMF76,fetidez,fetidez,sust,1,4,3.0,0.53,2315.0,fe.t̪i.ˈd̪eθ,2
HpVXyQJ,feto,feto,sust,3,23,444.0,9.89,43276.0,ˈfe.t̪o,3
HpH23ng,fetén,fetén,"adj,sust,adv",4,0,0.0,0.37,517.0,fe.ˈt̪en,1
HpffQ5R,feudal,feudal,adj,3,5,1103.0,3.29,23433.0,few.ˈd̪al,2
HpgQ0ZV,feudalismo,feudalismo,sust,2,1,184.0,1.31,8759.0,few.d̪a.ˈlis.mo,2
HpgrymH,feudar,feudar,verb,3,5,0.0,,2.0,few.ˈd̪aɾ,1
Hpk1cjB,feudo,feudo,sust,6,10,1146.0,2.5,8136.0,ˈfew.d̪o,2
Hpp28Ti,fez,fez,sust,1,0,153.0,1.25,5879.0,feθ,2
HitGWm5,feísmo,feísmo,sust,1,0,3.0,0.15,292.0,fe.ˈis.mo,1
HpaRucz,"feúcho, cha",feúcho,adj,1,1,0.0,0.03,260.0,fe.ˈu.t͡ʃo,0
HpbJZor,"feúco, ca",feúco,adj,1,0,0.0,,3.0,fe.ˈu.ko,0
HpqBMuG,fi1,fi,sust,1,0,230.0,1.39,28650.0,fi,2
HpqPL8I,fi2,fi,sust,1,0,230.0,1.39,28650.0,fi,2
Hpsj999,fiabilidad,fiabilidad,sust,2,1,409.0,4.03,36195.0,fja.bi.li.ˈd̪ad̪,3
HpsmYNC,fiable,fiable,adj,3,3,679.0,3.4,45916.0,ˈfja.ble,2
HpuWx7x,"fiador, ra",fiador,sust,11,9,189.0,0.38,10152.0,fja.ˈd̪oɾ,1
HpyZLnj,fiambre,fiambre,"adj,sust",4,10,32.0,0.82,5340.0,ˈfjam.bɾe,2
Hq69ddI,fiambrera,fiambrera,sust,4,2,2.0,0.19,2636.0,fjam.ˈbɾe.ɾa,1
Hq6iKTU,fiambrería,fiambrería,sust,1,0,0.0,0.02,134.0,fjam.bɾe.ˈɾi.a,0
